Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status
360,2025-05-03 15:56:27,0.0553,3216.0,3081.06,Boleto,Confirmado
361,2025-03-15 16:06:01,0.0249,331.98,366.61,Boleto,Confirmado
362,2025-03-12 20:09:33,0.0755,699.6,679.77,Debito,Processando
363,2025-02-20 23:41:54,0.0978,9208.0,8340.45,PIX,Confirmado
364,2025-05-15 00:47:46,0.0067,165.99,187.78,Boleto,Em Analise
365,2025-04-02 21:50:26,0.0437,199.6,223.87,Debito,Processando
366,2025-04-03 01:30:21,0.1214,1286.97,1163.72,Boleto,Cancelado
367,2025-04-20 17:03:27,0.078,6506.28,6021.69,Debito,Processando
368,2025-04-16 18:15:59,0.0053,2742.13,2770.5,Debito,Cancelado
369,2025-04-05 05:23:46,0.0423,519.44,530.46,Boleto,Em Analise
370,2025-03-29 17:20:42,0.0959,374.73,381.69,PIX,Cancelado
371,2025-04-23 22:34:47,0.0299,249.82,265.25,PIX,Cancelado
372,2025-02-19 10:22:11,0.1241,53.7,69.94,Credito,Em Analise
373,2025-05-06 18:21:44,0.1015,71.6,97.32,Credito,Em Analise
374,2025-03-04 23:27:14,0.0707,1626.57,1554.47,Credito,Processando
375,2025-04-19 06:15:18,0.1373,1626.57,1446.14,Boleto,Em Analise
376,2025-04-19 16:05:44,0.0588,161.7,185.18,PIX,Cancelado
377,2025-04-08 15:20:19,0.0353,3237.0,3155.72,Boleto,Processando
378,2025-03-30 17:42:33,0.0992,71.6,87.4,Boleto,Processando
379,2025-03-14 15:47:54,0.086,2144.0,2002.52,Boleto,Cancelado
380,2025-03-16 10:21:59,0.0503,1799.01,1741.51,PIX,Confirmado
381,2025-03-04 09:35:02,0.0515,898.0,874.65,PIX,Cancelado
382,2025-03-04 21:49:50,0.0597,1286.97,1243.13,Debito,Confirmado
383,2025-05-04 23:20:55,0.0437,5484.26,5287.5,Debito,Confirmado
384,2025-03-11 09:15:32,0.1065,3958.2,3569.64,Credito,Processando
385,2025-02-25 15:03:16,0.0977,103.6,116.38,Debito,Processando
386,2025-03-26 10:43:24,0.0661,7196.04,6743.28,Debito,Confirmado
387,2025-04-05 22:44:10,0.0597,165.99,198.98,Boleto,Cancelado
388,2025-03-09 12:07:47,0.0548,1796.0,1740.48,Credito,Confirmado
389,2025-03-28 15:25:07,0.0425,497.97,519.71,Credito,Processando
390,2025-03-29 16:41:17,0.0129,8226.39,8153.26,Boleto,Em Analise
391,2025-05-06 07:35:04,0.0402,49.9,80.88,Debito,Cancelado
392,2025-03-25 23:31:53,0.0482,8226.39,7852.78,Credito,Processando
393,2025-04-19 22:01:02,0.0822,17.9,39.33,Boleto,Em Analise
394,2025-05-06 02:50:33,0.1161,5484.26,4880.53,PIX,Confirmado
395,2025-04-03 17:47:33,0.0594,857.98,829.92,Credito,Processando
396,2025-04-04 10:50:32,0.1417,13812.0,11877.74,PIX,Cancelado
397,2025-04-30 10:18:18,0.1241,2144.0,1900.83,Debito,Em Analise
398,2025-04-17 10:07:45,0.1477,174.9,171.97,PIX,Cancelado
399,2025-03-07 09:27:21,0.1314,1799.01,1585.52,Credito,Em Analise
400,2025-04-09 20:33:26,0.0925,8226.39,7498.44,Debito,Processando
401,2025-04-28 19:40:32,0.0898,1796.0,1677.62,Debito,Em Analise
402,2025-02-20 18:38:11,0.0194,2309.7,2307.79,Credito,Confirmado
403,2025-05-14 07:11:11,0.1084,4604.0,4147.83,Debito,Cancelado
404,2025-03-03 15:56:16,0.09,2697.0,2477.17,Debito,Confirmado
405,2025-03-26 15:27:13,0.076,499.64,494.66,Boleto,Confirmado
406,2025-03-14 13:28:13,0.104,155.4,172.23,Credito,Em Analise
407,2025-03-27 00:46:28,0.0666,1286.97,1224.16,Credito,Em Analise
408,2025-03-26 08:26:40,0.0786,259.72,282.21,Credito,Confirmado
409,2025-05-14 06:14:40,0.0598,49.9,89.82,Credito,Confirmado
410,2025-05-02 02:29:43,0.1076,449.0,433.68,PIX,Processando
411,2025-04-03 20:02:51,0.1315,165.99,187.06,Boleto,Confirmado
412,2025-05-17 10:25:04,0.1261,389.58,363.35,Debito,Cancelado
413,2025-02-17 23:04:12,0.1179,53.9,90.45,Credito,Processando
414,2025-05-11 22:01:41,0.0021,35.8,68.71,PIX,Processando
415,2025-03-14 00:03:57,0.1368,10968.52,9510.93,Credito,Em Analise
416,2025-02-25 07:30:34,0.0412,2742.13,2662.14,Credito,Processando
417,2025-04-05 05:20:22,0.1332,349.8,346.11,Credito,Cancelado
418,2025-03-12 12:10:53,0.0295,374.73,396.67,PIX,Confirmado
419,2025-03-05 00:08:49,0.0659,2309.7,2180.39,PIX,Em Analise
420,2025-02-26 14:01:51,0.1124,17.9,38.79,Credito,Cancelado
421,2025-03-30 00:01:13,0.096,18416.0,16690.96,Boleto,Cancelado
422,2025-03-17 09:53:57,0.0624,1626.57,1567.97,Debito,Confirmado
423,2025-03-03 09:20:07,0.1018,5397.03,4870.51,PIX,Processando
424,2025-04-27 04:12:33,0.0823,161.7,181.38,Boleto,Cancelado
425,2025-03-04 01:38:38,0.0414,129.86,147.38,Boleto,Cancelado
426,2025-02-28 01:31:57,0.0969,35.8,55.23,Debito,Confirmado
427,2025-03-23 08:33:55,0.0306,4879.71,4773.29,Debito,Em Analise
428,2025-05-06 11:11:49,0.1041,99.8,122.4,Credito,Processando
429,2025-03-02 11:51:26,0.0005,349.8,372.53,Debito,Processando
430,2025-02-18 14:33:43,0.0823,499.64,481.42,Boleto,Cancelado
431,2025-02-22 03:30:48,0.0602,3796.0,3610.38,Boleto,Confirmado
432,2025-02-27 04:21:17,0.0455,3216.0,3102.66,PIX,Cancelado
433,2025-04-04 12:41:02,0.0774,3796.0,3545.09,Debito,Processando
434,2025-03-13 08:23:29,0.0968,5397.03,4907.59,PIX,Confirmado
435,2025-04-12 13:32:20,0.1448,5937.3,5110.57,Boleto,Confirmado
436,2025-05-04 21:09:16,0.125,6099.98,5370.47,Boleto,Processando
437,2025-03-28 01:54:51,0.1076,1626.57,1484.54,Credito,Cancelado
438,2025-02-27 08:35:45,0.0718,51.8,70.98,Debito,Processando
439,2025-05-15 18:23:26,0.0588,1979.1,1895.72,PIX,Processando
440,2025-04-09 17:04:09,0.0049,3958.2,3971.79,Boleto,Confirmado
441,2025-04-17 05:27:30,0.0539,149.7,184.53,Credito,Em Analise
442,2025-04-16 09:50:37,0.1273,7916.4,6941.63,Debito,Confirmado
443,2025-04-29 20:14:34,0.0576,4604.0,4381.71,PIX,Confirmado
444,2025-05-12 09:44:58,0.0692,699.6,694.09,Debito,Em Analise
445,2025-04-19 14:28:48,0.0408,663.96,679.77,Debito,Em Analise
446,2025-05-10 21:48:28,0.0411,899.0,904.95,Debito,Cancelado
447,2025-05-13 09:48:01,0.0093,2847.0,2843.42,Boleto,Em Analise
448,2025-03-13 09:29:11,0.0921,207.2,221.11,Debito,Confirmado
449,2025-04-07 09:55:55,0.0672,249.82,255.93,PIX,Em Analise
450,2025-05-14 18:03:06,0.0909,899.0,860.18,Boleto,Cancelado
451,2025-05-16 07:45:21,0.082,129.86,162.11,Boleto,Processando
452,2025-04-23 15:21:56,0.1198,1798.0,1605.5,Boleto,Em Analise
453,2025-04-26 06:40:23,0.1127,35.8,64.76,PIX,Confirmado
454,2025-03-25 08:48:46,0.1157,259.72,272.57,PIX,Processando
455,2025-04-12 20:15:25,0.0749,71.6,89.14,Credito,Processando
456,2025-02-17 09:27:01,0.0531,5937.3,5664.93,PIX,Cancelado
457,2025-04-07 07:58:19,0.14,9208.0,7961.78,PIX,Em Analise
458,2025-03-30 11:20:26,0.0081,124.91,156.89,Boleto,Em Analise
459,2025-03-14 00:11:01,0.0229,7916.4,7778.01,Debito,Em Analise
460,2025-04-11 18:06:13,0.0629,5397.03,5100.46,Debito,Processando
461,2025-04-04 00:59:25,0.0921,1715.96,1590.91,PIX,Confirmado
462,2025-03-24 09:39:10,0.0012,389.58,412.01,Debito,Processando
463,2025-04-24 13:11:38,0.1079,161.7,177.24,Debito,Em Analise
464,2025-05-17 03:20:40,0.0838,18416.0,16895.64,Boleto,Cancelado
465,2025-03-23 21:38:07,0.0727,35.8,66.19,PIX,Em Analise
466,2025-04-03 02:20:26,0.0635,199.6,229.83,Credito,Processando
467,2025-03-01 08:05:12,0.0779,53.9,92.6,Debito,Em Analise
468,2025-03-12 17:51:10,0.0243,1799.01,1788.28,Credito,Cancelado
469,2025-03-09 18:12:13,0.0163,3049.99,3023.18,PIX,Confirmado
470,2025-02-25 22:12:17,0.0434,499.64,500.86,Credito,Cancelado
471,2025-05-11 01:15:36,0.1064,215.6,225.65,Credito,Em Analise
472,2025-04-14 15:29:08,0.0882,9208.0,8428.84,Debito,Confirmado
473,2025-02-24 03:34:02,0.072,5484.26,5112.29,Debito,Em Analise
474,2025-03-22 15:59:02,0.0857,2847.0,2625.91,Debito,Cancelado
475,2025-03-02 05:35:11,0.0839,3796.0,3510.51,PIX,Cancelado
476,2025-04-26 00:48:28,0.0461,18416.0,17609.92,PIX,Em Analise
477,2025-04-12 15:19:04,0.0146,107.8,129.13,PIX,Processando
478,2025-04-11 13:25:59,0.1345,174.9,184.37,PIX,Processando
479,2025-03-15 10:33:31,0.09,1286.97,1194.04,Debito,Em Analise
480,2025-05-14 13:28:53,0.1047,215.6,235.93,Credito,Em Analise
481,2025-03-10 02:27:00,0.0696,331.98,341.86,Credito,Confirmado
482,2025-05-15 08:02:58,0.1135,769.9,705.42,Boleto,Em Analise
483,2025-04-29 08:44:48,0.0877,259.72,279.84,Credito,Confirmado
484,2025-05-05 18:28:22,0.0081,35.8,68.5,Credito,Processando
485,2025-05-03 12:56:15,0.1335,8226.39,7171.07,Debito,Em Analise
486,2025-04-19 13:44:38,0.0458,5937.3,5698.36,Boleto,Confirmado
487,2025-04-19 14:47:08,0.0207,2697.0,2684.07,Credito,Confirmado
488,2025-03-01 22:37:41,0.0132,2158.0,2162.5,Credito,Confirmado
489,2025-03-09 21:27:26,0.1081,1715.96,1553.36,Boleto,Processando
490,2025-04-03 09:30:22,0.1056,1347.0,1237.75,Credito,Confirmado
491,2025-03-30 18:28:14,0.105,7196.04,6473.45,Credito,Processando
492,2025-05-05 21:34:28,0.1374,5484.26,4763.71,Debito,Confirmado
493,2025-02-17 23:21:03,0.0523,389.58,412.1,Boleto,Confirmado
494,2025-03-05 17:36:15,0.0842,53.7,92.08,PIX,Cancelado
495,2025-04-22 11:38:16,0.0929,3049.99,2809.55,Debito,Confirmado
496,2025-04-10 12:02:11,0.1469,18416.0,15733.59,Debito,Cancelado
497,2025-04-14 11:36:16,0.0469,4288.0,4129.79,Credito,Em Analise
498,2025-02-20 10:23:20,0.1434,1626.57,1416.22,Boleto,Processando
499,2025-05-03 11:05:27,0.0223,2742.13,2723.88,Credito,Cancelado
500,2025-05-08 09:31:48,0.1146,1286.97,1182.38,Debito,Confirmado
501,2025-05-04 02:35:28,0.0949,249.82,259.1,Credito,Confirmado
502,2025-03-22 20:27:40,0.1225,2742.13,2439.21,Debito,Em Analise
503,2025-05-03 06:27:39,0.0043,3796.0,3822.58,Credito,Confirmado
504,2025-05-06 15:23:09,0.0117,497.97,525.13,Credito,Cancelado
505,2025-03-15 03:34:04,0.0105,124.91,156.59,Debito,Em Analise
506,2025-04-24 01:46:06,0.0889,663.96,627.83,PIX,Processando
507,2025-03-03 11:43:49,0.0904,17.9,39.18,Boleto,Processando
508,2025-03-20 00:32:20,0.1359,899.0,819.73,Boleto,Confirmado
509,2025-04-09 10:12:57,0.0701,1072.0,1019.75,Debito,Cancelado
510,2025-04-30 02:23:30,0.0102,1626.57,1642.97,PIX,Confirmado
511,2025-04-09 01:39:31,0.0314,524.7,541.21,PIX,Confirmado
512,2025-04-21 10:04:22,0.0012,374.73,397.18,PIX,Processando
513,2025-03-10 08:23:57,0.1165,1079.0,996.2,Boleto,Cancelado
514,2025-05-17 10:46:34,0.1223,103.6,123.92,Debito,Confirmado
515,2025-04-26 09:30:34,0.1497,2847.0,2453.79,PIX,Processando
516,2025-05-05 02:45:24,0.0618,7196.04,6774.22,Debito,Confirmado
517,2025-03-20 08:40:05,0.0029,124.91,167.45,Credito,Cancelado
518,2025-03-12 00:43:17,0.0352,199.6,215.47,Credito,Em Analise
519,2025-05-15 07:10:44,0.0882,6506.28,5975.33,Boleto,Cancelado
520,2025-04-30 23:34:43,0.1443,51.8,87.23,Boleto,Cancelado
521,2025-03-29 15:43:15,0.0155,13812.0,13620.81,Boleto,Processando
522,2025-04-13 13:44:51,0.0182,107.8,148.74,Debito,Confirmado
523,2025-03-05 12:20:34,0.1053,161.7,177.66,Debito,Cancelado
524,2025-04-21 20:47:57,0.1001,7196.04,6518.62,Boleto,Confirmado
525,2025-02-28 21:23:30,0.0376,155.4,172.46,PIX,Processando
526,2025-05-14 05:05:40,0.122,9208.0,8117.61,PIX,Cancelado
527,2025-02-22 06:40:32,0.0193,53.7,85.65,Boleto,Confirmado
528,2025-02-16 17:59:59,0.1389,3598.02,3131.25,Boleto,Em Analise
529,2025-05-07 02:49:34,0.0302,129.86,148.84,Credito,Processando
530,2025-03-30 18:02:52,0.0122,13812.0,13666.39,Debito,Processando
531,2025-03-11 00:20:09,0.0509,53.7,83.96,Credito,Processando
532,2025-04-11 09:39:54,0.0282,107.8,127.66,Debito,Em Analise
533,2025-05-13 00:16:20,0.079,769.9,751.98,PIX,Confirmado
534,2025-04-04 02:16:40,0.103,1715.96,1562.12,Credito,Confirmado
535,2025-05-14 21:18:04,0.0736,1715.96,1632.57,Boleto,Cancelado
536,2025-04-07 17:29:54,0.0991,174.9,200.47,Credito,Cancelado
537,2025-03-22 00:36:23,0.0547,428.99,438.51,PIX,Processando
538,2025-03-31 07:31:43,0.0042,524.7,545.4,Credito,Processando
539,2025-02-18 06:59:10,0.1461,4316.0,3708.33,Debito,Confirmado
540,2025-02-25 16:38:31,0.1229,524.7,503.11,PIX,Processando
541,2025-03-17 00:43:02,0.011,149.7,170.95,Credito,Processando
542,2025-04-14 08:33:43,0.0674,99.8,135.97,Boleto,Em Analise
543,2025-03-28 12:58:35,0.0953,129.86,160.38,Credito,Processando
544,2025-03-09 13:49:34,0.0286,2847.0,2798.57,Debito,Em Analise
545,2025-05-09 21:33:52,0.0867,1798.0,1665.01,Boleto,Processando
546,2025-02-23 03:11:13,0.08,4604.0,4268.67,Debito,Em Analise
547,2025-02-21 03:31:40,0.0312,2847.0,2781.07,Boleto,Cancelado
548,2025-03-26 15:28:48,0.0212,18416.0,18048.48,Credito,Cancelado
549,2025-04-18 15:40:54,0.1138,71.6,86.35,Boleto,Cancelado
550,2025-03-24 21:03:24,0.0484,53.9,94.19,Credito,Em Analise
551,2025-04-18 00:06:28,0.0366,497.97,522.64,Boleto,Processando
552,2025-05-01 17:13:05,0.1107,699.6,645.05,Debito,Processando
553,2025-05-09 13:52:31,0.1104,389.58,369.47,Boleto,Confirmado
554,2025-03-10 19:56:05,0.0415,428.99,444.18,Debito,Cancelado
555,2025-02-26 20:45:27,0.1309,53.9,69.74,Boleto,Em Analise
556,2025-04-02 15:39:52,0.1032,6506.28,5867.82,Debito,Cancelado
557,2025-03-11 02:43:19,0.0519,9208.0,8753.0,PIX,Processando
558,2025-04-07 07:54:59,0.0641,331.98,353.6,Credito,Processando
559,2025-04-06 09:16:16,0.109,174.9,178.74,Debito,Confirmado
560,2025-02-25 13:22:57,0.0317,161.7,189.56,Debito,Em Analise
561,2025-03-30 04:43:35,0.0703,2158.0,2029.19,Boleto,Em Analise
562,2025-02-26 16:32:00,0.098,10968.52,9916.51,Credito,Processando
563,2025-04-17 01:08:25,0.0809,499.64,492.21,Boleto,Processando
564,2025-05-14 00:30:25,0.0912,331.98,334.69,PIX,Processando
565,2025-04-08 06:02:19,0.0819,663.96,642.57,Debito,Cancelado
566,2025-04-30 04:07:56,0.0299,17.9,60.26,PIX,Confirmado
567,2025-03-13 15:40:06,0.0615,2144.0,2045.13,Boleto,Processando
568,2025-03-24 19:18:25,0.0798,2144.0,2015.81,Boleto,Processando
569,2025-03-09 04:12:41,0.117,899.0,836.72,Debito,Confirmado
570,2025-03-16 08:24:39,0.0981,8226.39,7442.28,Boleto,Cancelado
571,2025-02-27 23:33:07,0.064,519.44,509.1,PIX,Confirmado
572,2025-04-10 22:53:37,0.1462,899.0,790.47,Boleto,Processando
573,2025-03-31 15:31:25,0.0162,124.91,145.79,Credito,Cancelado
574,2025-04-21 12:38:54,0.031,499.64,517.14,PIX,Cancelado
575,2025-02-17 17:05:50,0.0512,35.8,56.87,PIX,Confirmado
576,2025-03-30 10:41:49,0.0343,6506.28,6326.01,PIX,Cancelado
577,2025-03-30 04:35:37,0.0938,949.0,892.97,PIX,Processando
578,2025-04-22 14:10:59,0.0059,1626.57,1659.87,Debito,Processando
579,2025-05-03 17:55:49,0.0266,99.8,130.14,Boleto,Cancelado
580,2025-03-19 14:55:38,0.044,161.7,187.58,PIX,Cancelado
581,2025-05-02 22:28:11,0.1025,1072.0,1005.02,Boleto,Cancelado
582,2025-04-07 09:50:49,0.1314,18416.0,16039.04,PIX,Confirmado
583,2025-04-14 04:32:58,0.1198,4288.0,3817.2,Boleto,Confirmado
584,2025-05-08 09:33:54,0.0273,1286.97,1284.83,PIX,Cancelado
585,2025-04-11 03:30:46,0.0848,331.98,336.82,Debito,Cancelado
586,2025-03-21 07:01:16,0.0045,1626.57,1652.24,Debito,Confirmado
587,2025-03-29 19:43:47,0.0466,8226.39,7885.94,PIX,Processando
588,2025-04-02 02:51:37,0.1209,174.9,186.74,Boleto,Cancelado
589,2025-02-24 15:05:24,0.0685,1626.57,1548.14,PIX,Processando
590,2025-04-14 15:18:13,0.0225,1715.96,1700.25,PIX,Confirmado
591,2025-04-09 15:15:16,0.0658,103.6,129.77,Debito,Processando
592,2025-02-20 08:07:42,0.0297,174.9,212.61,Boleto,Cancelado
593,2025-03-03 18:58:01,0.059,2158.0,2063.67,PIX,Cancelado
594,2025-04-04 10:59:35,0.0732,3216.0,3013.58,Debito,Em Analise
595,2025-04-22 23:33:47,0.0524,5397.03,5137.13,PIX,Cancelado
596,2025-05-07 14:40:12,0.1405,207.2,211.08,Boleto,Confirmado
597,2025-05-17 09:43:51,0.0844,499.64,500.37,PIX,Confirmado
598,2025-04-21 12:46:27,0.1264,769.9,695.48,Debito,Cancelado
599,2025-04-20 12:45:43,0.1141,49.9,67.11,Debito,Confirmado
600,2025-02-27 10:05:22,0.0992,5484.26,4963.12,PIX,Confirmado
601,2025-03-22 20:00:51,0.0745,17.9,39.47,Credito,Confirmado
602,2025-05-02 15:19:30,0.0003,1799.01,1831.46,Debito,Cancelado
603,2025-03-27 00:58:17,0.092,3596.0,3288.07,PIX,Cancelado
604,2025-03-03 14:15:52,0.0534,1799.01,1735.93,Debito,Confirmado
605,2025-02-16 17:55:35,0.0177,8226.39,8123.68,PIX,Em Analise
606,2025-04-15 06:26:26,0.0667,6099.98,5726.1,Debito,Em Analise
607,2025-02-23 02:32:31,0.1103,174.9,188.6,Boleto,Processando
608,2025-04-15 21:31:45,0.1443,1798.0,1571.54,Credito,Em Analise
609,2025-04-22 16:44:31,0.0561,35.8,66.78,PIX,Processando
610,2025-03-24 18:08:21,0.0814,769.9,730.13,Credito,Cancelado
611,2025-04-02 17:41:59,0.1277,857.98,791.32,Boleto,Confirmado
612,2025-03-05 17:39:58,0.0501,374.73,398.86,Debito,Cancelado
613,2025-03-26 06:49:51,0.0213,949.0,951.69,Credito,Cancelado
614,2025-02-16 20:33:10,0.0423,3596.0,3476.88,PIX,Em Analise
615,2025-05-06 20:01:54,0.1349,349.8,345.51,Debito,Confirmado
616,2025-04-18 01:45:38,0.0239,129.86,159.75,PIX,Processando
617,2025-04-05 18:26:16,0.0494,3958.2,3795.65,PIX,Cancelado
618,2025-03-25 05:37:14,0.0697,4316.0,4038.07,PIX,Confirmado
619,2025-04-28 11:28:52,0.1271,1079.0,964.76,Debito,Cancelado
620,2025-05-12 06:38:29,0.1407,389.58,357.67,Boleto,Em Analise
621,2025-02-26 05:27:11,0.0639,1072.0,1036.49,Credito,Confirmado
622,2025-03-26 16:35:34,0.1398,10968.52,9478.02,PIX,Cancelado
623,2025-04-27 22:34:53,0.0242,663.96,690.79,PIX,Processando
624,2025-03-04 20:07:27,0.0235,51.8,83.57,Debito,Confirmado
625,2025-02-25 15:37:05,0.1424,7916.4,6832.0,Credito,Em Analise
626,2025-04-07 06:31:45,0.0765,259.72,272.84,Debito,Cancelado
627,2025-03-30 20:14:04,0.0279,3216.0,3169.17,Credito,Cancelado
628,2025-04-26 20:51:38,0.0732,12199.96,11349.82,Debito,Processando
629,2025-04-06 03:03:35,0.1175,13812.0,12211.99,Debito,Em Analise
630,2025-05-04 05:49:34,0.124,199.6,197.75,Boleto,Processando
631,2025-05-02 17:51:23,0.1296,3253.14,2874.43,Debito,Confirmado
632,2025-03-25 04:17:34,0.0854,17.9,59.27,PIX,Cancelado
633,2025-05-16 16:48:31,0.13,499.64,477.59,Credito,Em Analise
634,2025-03-11 03:39:48,0.0765,389.58,392.77,Boleto,Processando
635,2025-03-03 05:56:43,0.0911,2742.13,2515.22,Debito,Confirmado
636,2025-02-28 16:28:39,0.1138,499.64,485.68,Boleto,Confirmado
637,2025-02-17 17:24:36,0.0638,1715.96,1649.38,PIX,Processando
638,2025-04-11 21:34:28,0.011,1796.0,1809.23,Credito,Em Analise
639,2025-04-07 18:00:27,0.0525,9208.0,8747.48,Debito,Processando
640,2025-05-07 19:51:16,0.0936,3253.14,2981.64,PIX,Confirmado
641,2025-03-10 21:55:40,0.0288,699.6,722.35,Boleto,Cancelado
642,2025-04-11 20:05:13,0.0223,165.99,195.28,Debito,Cancelado
643,2025-05-13 02:20:29,0.044,8226.39,7907.33,Boleto,Em Analise
644,2025-02-21 03:54:31,0.0048,949.0,977.43,Debito,Confirmado
645,2025-03-13 18:19:13,0.1115,103.6,114.95,Debito,Confirmado
646,2025-04-25 03:52:19,0.0388,99.8,118.83,Boleto,Processando
647,2025-03-27 11:50:14,0.0186,428.99,443.91,Boleto,Cancelado
648,2025-03-04 11:29:16,0.1049,53.9,91.15,Credito,Processando
649,2025-03-27 10:32:42,0.1264,374.73,360.35,Boleto,Confirmado
650,2025-05-06 04:19:00,0.003,174.9,197.28,Boleto,Em Analise
651,2025-04-04 23:52:51,0.035,524.7,529.24,PIX,Cancelado
652,2025-03-12 00:50:07,0.1418,7196.04,6198.54,Debito,Em Analise
653,2025-03-11 03:47:42,0.0578,3237.0,3072.8,Credito,Confirmado
654,2025-04-23 07:46:51,0.1408,1798.0,1577.83,Debito,Confirmado
655,2025-04-05 04:43:43,0.0411,199.6,224.39,Debito,Cancelado
656,2025-03-13 13:41:35,0.0327,99.8,119.44,Boleto,Em Analise
657,2025-04-11 03:12:46,0.0321,2847.0,2778.51,Credito,Processando
658,2025-03-23 23:45:43,0.0128,331.98,350.63,Debito,Cancelado
659,2025-02-23 01:39:21,0.1345,53.9,79.64,Boleto,Em Analise
660,2025-02-22 13:58:17,0.147,51.8,67.09,Debito,Cancelado
661,2025-03-10 15:53:38,0.1432,524.7,482.55,Credito,Cancelado
662,2025-05-04 23:09:04,0.1278,5937.3,5201.41,Credito,Cancelado
663,2025-03-02 09:04:10,0.127,769.9,715.02,PIX,Em Analise
664,2025-05-02 12:37:57,0.0992,3598.02,3284.0,Boleto,Processando
665,2025-02-28 09:04:09,0.1239,1898.0,1695.83,Credito,Em Analise
666,2025-03-10 04:17:15,0.0313,9149.97,8896.57,Debito,Processando
667,2025-04-15 18:48:11,0.0582,898.0,888.64,Credito,Cancelado
668,2025-04-04 06:01:45,0.0961,1799.01,1659.12,Boleto,Confirmado
669,2025-03-31 22:13:39,0.1312,663.96,599.75,Credito,Cancelado
670,2025-04-27 13:18:18,0.0991,2742.13,2513.28,Debito,Confirmado
671,2025-04-02 19:44:10,0.1259,2697.0,2390.44,Debito,Em Analise
672,2025-05-08 01:11:34,0.0711,898.0,877.05,Debito,Cancelado
673,2025-05-02 08:42:40,0.1076,53.7,90.82,Credito,Cancelado
674,2025-05-11 14:43:09,0.147,374.73,342.54,Boleto,Cancelado
675,2025-04-28 11:09:18,0.023,3596.0,3546.28,Debito,Cancelado
676,2025-03-22 18:46:38,0.139,249.82,248.09,Credito,Processando
677,2025-04-07 15:05:28,0.0784,7916.4,7328.74,Boleto,Confirmado
678,2025-04-15 13:59:35,0.0965,769.9,738.5,PIX,Confirmado
679,2025-02-17 06:02:33,0.1317,899.0,803.5,Boleto,Processando
680,2025-05-15 07:39:35,0.0614,161.7,194.67,PIX,Cancelado
681,2025-05-06 02:28:30,0.0628,3079.6,2919.19,Boleto,Cancelado
682,2025-02-23 20:16:07,0.0791,2309.7,2149.9,Boleto,Processando
683,2025-04-04 00:26:35,0.0029,9149.97,9146.34,PIX,Processando
684,2025-03-16 16:08:47,0.0745,249.82,264.2,Credito,Em Analise
685,2025-02-27 00:01:32,0.0437,389.58,395.46,Boleto,Em Analise
686,2025-03-13 07:43:59,0.1392,49.9,65.85,Debito,Processando
687,2025-03-20 17:38:04,0.0132,99.8,121.38,Credito,Cancelado
688,2025-03-08 22:51:40,0.0689,898.0,859.03,PIX,Confirmado
689,2025-05-13 04:59:37,0.1421,3958.2,3428.73,PIX,Cancelado
690,2025-04-23 23:04:21,0.1352,389.58,369.9,Credito,Processando
691,2025-03-22 07:16:27,0.1052,2742.13,2476.56,Boleto,Confirmado
692,2025-05-07 13:55:24,0.0884,3253.14,3008.46,Credito,Processando
693,2025-04-28 03:32:43,0.0421,129.86,157.38,Boleto,Processando
694,2025-04-23 04:38:36,0.055,699.6,704.02,Debito,Processando
695,2025-04-02 15:37:14,0.0135,5484.26,5453.12,Debito,Em Analise
696,2025-05-15 20:53:14,0.1179,107.8,117.99,PIX,Processando
697,2025-04-13 15:50:36,0.0486,524.7,522.1,Boleto,Cancelado
698,2025-04-12 03:03:44,0.1002,1626.57,1506.49,Credito,Cancelado
699,2025-04-05 01:54:44,0.0536,1796.0,1742.63,Credito,Processando
700,2025-03-09 14:42:22,0.0696,4288.0,4012.46,Boleto,Em Analise
701,2025-04-09 01:08:32,0.0833,51.8,80.48,Debito,Processando
702,2025-03-02 18:57:41,0.1203,17.9,38.65,Credito,Cancelado
703,2025-03-16 22:22:19,0.0317,3958.2,3855.63,PIX,Em Analise
704,2025-04-06 01:56:41,0.0598,1286.97,1243.0,PIX,Cancelado
705,2025-02-26 21:07:45,0.0195,389.58,404.88,Boleto,Cancelado
706,2025-03-06 04:46:01,0.0114,17.9,60.6,PIX,Cancelado
707,2025-05-15 21:32:14,0.0907,4604.0,4229.32,Debito,Em Analise
708,2025-05-10 11:49:48,0.0284,9149.97,8913.01,PIX,Cancelado
709,2025-05-16 03:24:43,0.009,103.6,125.57,Boleto,Em Analise
710,2025-03-21 22:55:48,0.1346,2158.0,1900.52,Debito,Cancelado
711,2025-04-06 20:32:23,0.0801,9149.97,8459.96,PIX,Confirmado
712,2025-04-05 15:26:23,0.0202,2847.0,2812.39,Boleto,Cancelado
713,2025-04-02 11:18:16,0.008,124.91,146.81,Boleto,Em Analise
714,2025-03-31 01:11:16,0.018,2309.7,2291.03,PIX,Processando
715,2025-03-22 04:45:49,0.0707,769.9,748.46,Debito,Em Analise
716,2025-04-03 07:11:20,0.1003,199.6,202.48,Credito,Confirmado
717,2025-04-07 19:07:06,0.0962,259.72,277.63,Boleto,Confirmado
718,2025-04-19 15:36:46,0.0217,12199.96,11978.12,Credito,Processando
719,2025-04-13 07:59:35,0.095,699.6,666.13,Boleto,Processando
720,2025-03-20 19:12:18,0.0607,1626.57,1570.74,Debito,Em Analise
721,2025-03-28 12:05:11,0.0697,3598.02,3380.23,Debito,Em Analise
