Id,Item_ID,Product,Quantity,Price
436,I00436,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
437,I00437,"Monitor UHD Samsung 32""",1,1626.57
438,I00438,Película para iPhone 14Pro Anti impacto,1,51.8
439,I00439,Samsung Galaxy A36,1,1979.1
440,I00440,Samsung Galaxy A36,2,1979.1
441,I00441,Carregador Turbo USB-C 30W,3,49.9
442,I00442,Samsung Galaxy A36,4,1979.1
443,I00443,ACER Notebook Gamer Nitro,1,4604.0
444,I00444,Teclado Mecanico Fizz,4,174.9
445,I00445,Mouse Redragon Wireless,4,165.99
446,I00446,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
447,I00447,Smart TV 32” Philco LED Roku TV,3,949.0
448,I00448,Película para iPhone 14Pro Anti impacto,4,51.8
449,I00449,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91
450,I00450,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
451,I00451,Fone de ouvido Sem Fio QCY T27,1,129.86
452,I00452,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0
453,I00453,Película de Vidro 3D Galaxy A30s,2,17.9
454,I00454,Fone de ouvido Sem Fio QCY T27,2,129.86
455,I00455,Película de Vidro 3D Galaxy A30s,4,17.9
456,I00456,Samsung Galaxy A36,3,1979.1
457,I00457,ACER Notebook Gamer Nitro,2,4604.0
458,I00458,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
459,I00459,Samsung Galaxy A36,4,1979.1
460,I00460,Samsung Galaxy Tab S6 Lite,3,1799.01
461,I00461,Fone de Ouvido Profissional AKG K92,4,428.99
462,I00462,Fone de ouvido Sem Fio QCY T27,3,129.86
463,I00463,Carregador Turbo Tipo-C 50w,3,53.9
464,I00464,ACER Notebook Gamer Nitro,4,4604.0
465,I00465,Película de Vidro 3D Galaxy A30s,2,17.9
466,I00466,Carregador Turbo USB-C 30W,4,49.9
467,I00467,Carregador Turbo Tipo-C 50w,1,53.9
468,I00468,Samsung Galaxy Tab S6 Lite,1,1799.01
469,I00469,"Projetor Smart Epson EpiqVision, FULL HD",1,3049.99
470,I00470,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
471,I00471,Carregador Turbo Tipo-C 50w,4,53.9
472,I00472,ACER Notebook Gamer Nitro,2,4604.0
473,I00473,Projetor EPSON Powerlite Wide Screen,2,2742.13
474,I00474,Smart TV 32” Philco LED Roku TV,3,949.0
475,I00475,Smart TV 32” Philco LED Roku TV,4,949.0
476,I00476,ACER Notebook Gamer Nitro,4,4604.0
477,I00477,Carregador Turbo Tipo-C 50w,2,53.9
478,I00478,Teclado Mecanico Fizz,1,174.9
479,I00479,Fone de Ouvido Profissional AKG K92,3,428.99
480,I00480,Carregador Turbo Tipo-C 50w,4,53.9
481,I00481,Mouse Redragon Wireless,2,165.99
482,I00482,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
483,I00483,Fone de ouvido Sem Fio QCY T27,2,129.86
484,I00484,Película de Vidro 3D Galaxy A30s,2,17.9
485,I00485,Projetor EPSON Powerlite Wide Screen,3,2742.13
486,I00486,Samsung Galaxy A36,3,1979.1
487,I00487,Fone de Ouvido Profissional EDIFIER WH950NB,3,899.0
488,I00488,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0
489,I00489,Fone de Ouvido Profissional AKG K92,4,428.99
490,I00490,SSD Crucial 1TB NVMe M.2,3,449.0
491,I00491,Samsung Galaxy Tab S6 Lite,4,1799.01
492,I00492,Projetor EPSON Powerlite Wide Screen,2,2742.13
493,I00493,Fone de ouvido Sem Fio QCY T27,3,129.86
494,I00494,Película de Vidro 3D Galaxy A30s,3,17.9
495,I00495,"Projetor Smart Epson EpiqVision, FULL HD",1,3049.99
496,I00496,ACER Notebook Gamer Nitro,4,4604.0
497,I00497,"Soundbar Samsung com 2.1 canais, Dolby Digital",4,1072.0
498,I00498,"Monitor UHD Samsung 32""",1,1626.57
499,I00499,Projetor EPSON Powerlite Wide Screen,1,2742.13
500,I00500,Fone de Ouvido Profissional AKG K92,3,428.99
501,I00501,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91
502,I00502,Projetor EPSON Powerlite Wide Screen,1,2742.13
503,I00503,Smart TV 32” Philco LED Roku TV,4,949.0
504,I00504,Mouse Redragon Wireless,3,165.99
505,I00505,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
506,I00506,Mouse Redragon Wireless,4,165.99
507,I00507,Película de Vidro 3D Galaxy A30s,1,17.9
508,I00508,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
509,I00509,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0
510,I00510,"Monitor UHD Samsung 32""",1,1626.57
511,I00511,Teclado Mecanico Fizz,3,174.9
512,I00512,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91
513,I00513,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0
514,I00514,Película para iPhone 14Pro Anti impacto,2,51.8
515,I00515,Smart TV 32” Philco LED Roku TV,3,949.0
516,I00516,Samsung Galaxy Tab S6 Lite,4,1799.01
517,I00517,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
518,I00518,Carregador Turbo USB-C 30W,4,49.9
519,I00519,"Monitor UHD Samsung 32""",4,1626.57
520,I00520,Película para iPhone 14Pro Anti impacto,1,51.8
521,I00521,ACER Notebook Gamer Nitro,3,4604.0
522,I00522,Carregador Turbo Tipo-C 50w,2,53.9
523,I00523,Carregador Turbo Tipo-C 50w,3,53.9
524,I00524,Samsung Galaxy Tab S6 Lite,4,1799.01
525,I00525,Película para iPhone 14Pro Anti impacto,3,51.8
526,I00526,ACER Notebook Gamer Nitro,2,4604.0
527,I00527,Película de Vidro 3D Galaxy A30s,3,17.9
528,I00528,Samsung Galaxy Tab S6 Lite,2,1799.01
529,I00529,Fone de ouvido Sem Fio QCY T27,1,129.86
530,I00530,ACER Notebook Gamer Nitro,3,4604.0
531,I00531,Película de Vidro 3D Galaxy A30s,3,17.9
532,I00532,Carregador Turbo Tipo-C 50w,2,53.9
533,I00533,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
534,I00534,Fone de Ouvido Profissional AKG K92,4,428.99
535,I00535,Fone de Ouvido Profissional AKG K92,4,428.99
536,I00536,Teclado Mecanico Fizz,1,174.9
537,I00537,Fone de Ouvido Profissional AKG K92,1,428.99
538,I00538,Teclado Mecanico Fizz,3,174.9
539,I00539,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0
540,I00540,Teclado Mecanico Fizz,3,174.9
541,I00541,Carregador Turbo USB-C 30W,3,49.9
542,I00542,Carregador Turbo USB-C 30W,2,49.9
543,I00543,Fone de ouvido Sem Fio QCY T27,1,129.86
544,I00544,Smart TV 32” Philco LED Roku TV,3,949.0
545,I00545,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0
546,I00546,ACER Notebook Gamer Nitro,1,4604.0
547,I00547,Smart TV 32” Philco LED Roku TV,3,949.0
548,I00548,ACER Notebook Gamer Nitro,4,4604.0
549,I00549,Película de Vidro 3D Galaxy A30s,4,17.9
550,I00550,Carregador Turbo Tipo-C 50w,1,53.9
551,I00551,Mouse Redragon Wireless,3,165.99
552,I00552,Teclado Mecanico Fizz,4,174.9
553,I00553,Fone de ouvido Sem Fio QCY T27,3,129.86
554,I00554,Fone de Ouvido Profissional AKG K92,1,428.99
555,I00555,Carregador Turbo Tipo-C 50w,1,53.9
556,I00556,"Monitor UHD Samsung 32""",4,1626.57
557,I00557,ACER Notebook Gamer Nitro,2,4604.0
558,I00558,Mouse Redragon Wireless,2,165.99
559,I00559,Teclado Mecanico Fizz,1,174.9
560,I00560,Carregador Turbo Tipo-C 50w,3,53.9
561,I00561,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0
562,I00562,Projetor EPSON Powerlite Wide Screen,4,2742.13
563,I00563,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
564,I00564,Mouse Redragon Wireless,2,165.99
565,I00565,Mouse Redragon Wireless,4,165.99
566,I00566,Película de Vidro 3D Galaxy A30s,1,17.9
567,I00567,"Soundbar Samsung com 2.1 canais, Dolby Digital",2,1072.0
568,I00568,"Soundbar Samsung com 2.1 canais, Dolby Digital",2,1072.0
569,I00569,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
570,I00570,Projetor EPSON Powerlite Wide Screen,3,2742.13
571,I00571,Fone de ouvido Sem Fio QCY T27,4,129.86
572,I00572,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
573,I00573,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
574,I00574,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
575,I00575,Película de Vidro 3D Galaxy A30s,2,17.9
576,I00576,"Monitor UHD Samsung 32""",4,1626.57
577,I00577,Smart TV 32” Philco LED Roku TV,1,949.0
578,I00578,"Monitor UHD Samsung 32""",1,1626.57
579,I00579,Carregador Turbo USB-C 30W,2,49.9
580,I00580,Carregador Turbo Tipo-C 50w,3,53.9
581,I00581,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0
582,I00582,ACER Notebook Gamer Nitro,4,4604.0
583,I00583,"Soundbar Samsung com 2.1 canais, Dolby Digital",4,1072.0
584,I00584,Fone de Ouvido Profissional AKG K92,3,428.99
585,I00585,Mouse Redragon Wireless,2,165.99
586,I00586,"Monitor UHD Samsung 32""",1,1626.57
587,I00587,Projetor EPSON Powerlite Wide Screen,3,2742.13
588,I00588,Teclado Mecanico Fizz,1,174.9
589,I00589,"Monitor UHD Samsung 32""",1,1626.57
590,I00590,Fone de Ouvido Profissional AKG K92,4,428.99
591,I00591,Película para iPhone 14Pro Anti impacto,2,51.8
592,I00592,Teclado Mecanico Fizz,1,174.9
593,I00593,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0
594,I00594,"Soundbar Samsung com 2.1 canais, Dolby Digital",3,1072.0
595,I00595,Samsung Galaxy Tab S6 Lite,3,1799.01
596,I00596,Película para iPhone 14Pro Anti impacto,4,51.8
597,I00597,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
598,I00598,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
599,I00599,Carregador Turbo USB-C 30W,1,49.9
600,I00600,Projetor EPSON Powerlite Wide Screen,2,2742.13
601,I00601,Película de Vidro 3D Galaxy A30s,1,17.9
602,I00602,Samsung Galaxy Tab S6 Lite,1,1799.01
603,I00603,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0
604,I00604,Samsung Galaxy Tab S6 Lite,1,1799.01
605,I00605,Projetor EPSON Powerlite Wide Screen,3,2742.13
606,I00606,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
607,I00607,Teclado Mecanico Fizz,1,174.9
608,I00608,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0
609,I00609,Película de Vidro 3D Galaxy A30s,2,17.9
610,I00610,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
611,I00611,Fone de Ouvido Profissional AKG K92,2,428.99
612,I00612,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91
613,I00613,Smart TV 32” Philco LED Roku TV,1,949.0
614,I00614,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0
615,I00615,Teclado Mecanico Fizz,2,174.9
616,I00616,Fone de ouvido Sem Fio QCY T27,1,129.86
617,I00617,Samsung Galaxy A36,2,1979.1
618,I00618,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0
619,I00619,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0
620,I00620,Fone de ouvido Sem Fio QCY T27,3,129.86
621,I00621,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0
622,I00622,Projetor EPSON Powerlite Wide Screen,4,2742.13
623,I00623,Mouse Redragon Wireless,4,165.99
624,I00624,Película para iPhone 14Pro Anti impacto,1,51.8
625,I00625,Samsung Galaxy A36,4,1979.1
626,I00626,Fone de ouvido Sem Fio QCY T27,2,129.86
627,I00627,"Soundbar Samsung com 2.1 canais, Dolby Digital",3,1072.0
628,I00628,"Projetor Smart Epson EpiqVision, FULL HD",4,3049.99
629,I00629,ACER Notebook Gamer Nitro,3,4604.0
630,I00630,Carregador Turbo USB-C 30W,4,49.9
631,I00631,"Monitor UHD Samsung 32""",2,1626.57
632,I00632,Película de Vidro 3D Galaxy A30s,1,17.9
633,I00633,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
634,I00634,Fone de ouvido Sem Fio QCY T27,3,129.86
635,I00635,Projetor EPSON Powerlite Wide Screen,1,2742.13
636,I00636,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
637,I00637,Fone de Ouvido Profissional AKG K92,4,428.99
638,I00638,SSD Crucial 1TB NVMe M.2,4,449.0
639,I00639,ACER Notebook Gamer Nitro,2,4604.0
640,I00640,"Monitor UHD Samsung 32""",2,1626.57
641,I00641,Teclado Mecanico Fizz,4,174.9
642,I00642,Mouse Redragon Wireless,1,165.99
643,I00643,Projetor EPSON Powerlite Wide Screen,3,2742.13
644,I00644,Smart TV 32” Philco LED Roku TV,1,949.0
645,I00645,Película para iPhone 14Pro Anti impacto,2,51.8
646,I00646,Carregador Turbo USB-C 30W,2,49.9
647,I00647,Fone de Ouvido Profissional AKG K92,1,428.99
648,I00648,Carregador Turbo Tipo-C 50w,1,53.9
649,I00649,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91
650,I00650,Teclado Mecanico Fizz,1,174.9
651,I00651,Teclado Mecanico Fizz,3,174.9
652,I00652,Samsung Galaxy Tab S6 Lite,4,1799.01
653,I00653,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0
654,I00654,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0
655,I00655,Carregador Turbo USB-C 30W,4,49.9
656,I00656,Carregador Turbo USB-C 30W,2,49.9
657,I00657,Smart TV 32” Philco LED Roku TV,3,949.0
658,I00658,Mouse Redragon Wireless,2,165.99
659,I00659,Carregador Turbo Tipo-C 50w,1,53.9
660,I00660,Película para iPhone 14Pro Anti impacto,1,51.8
661,I00661,Teclado Mecanico Fizz,3,174.9
662,I00662,Samsung Galaxy A36,3,1979.1
663,I00663,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
664,I00664,Samsung Galaxy Tab S6 Lite,2,1799.01
665,I00665,Smart TV 32” Philco LED Roku TV,2,949.0
666,I00666,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99
667,I00667,SSD Crucial 1TB NVMe M.2,2,449.0
668,I00668,Samsung Galaxy Tab S6 Lite,1,1799.01
669,I00669,Mouse Redragon Wireless,4,165.99
670,I00670,Projetor EPSON Powerlite Wide Screen,1,2742.13
671,I00671,Fone de Ouvido Profissional EDIFIER WH950NB,3,899.0
672,I00672,SSD Crucial 1TB NVMe M.2,2,449.0
673,I00673,Película de Vidro 3D Galaxy A30s,3,17.9
674,I00674,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91
675,I00675,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0
676,I00676,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91
677,I00677,Samsung Galaxy A36,4,1979.1
678,I00678,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
679,I00679,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
680,I00680,Carregador Turbo Tipo-C 50w,3,53.9
681,I00681,"Soundbar Tomate MTS-2017, Bivolt",4,769.9
682,I00682,"Soundbar Tomate MTS-2017, Bivolt",3,769.9
683,I00683,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99
684,I00684,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91
685,I00685,Fone de ouvido Sem Fio QCY T27,3,129.86
686,I00686,Carregador Turbo USB-C 30W,1,49.9
687,I00687,Carregador Turbo USB-C 30W,2,49.9
688,I00688,SSD Crucial 1TB NVMe M.2,2,449.0
689,I00689,Samsung Galaxy A36,2,1979.1
690,I00690,Fone de ouvido Sem Fio QCY T27,3,129.86
691,I00691,Projetor EPSON Powerlite Wide Screen,1,2742.13
692,I00692,"Monitor UHD Samsung 32""",2,1626.57
693,I00693,Fone de ouvido Sem Fio QCY T27,1,129.86
694,I00694,Teclado Mecanico Fizz,4,174.9
695,I00695,Projetor EPSON Powerlite Wide Screen,2,2742.13
696,I00696,Carregador Turbo Tipo-C 50w,2,53.9
697,I00697,Teclado Mecanico Fizz,3,174.9
698,I00698,"Monitor UHD Samsung 32""",1,1626.57
699,I00699,SSD Crucial 1TB NVMe M.2,4,449.0
700,I00700,"Soundbar Samsung com 2.1 canais, Dolby Digital",4,1072.0
701,I00701,Película para iPhone 14Pro Anti impacto,1,51.8
702,I00702,Película de Vidro 3D Galaxy A30s,1,17.9
703,I00703,Samsung Galaxy A36,2,1979.1
704,I00704,Fone de Ouvido Profissional AKG K92,3,428.99
705,I00705,Fone de ouvido Sem Fio QCY T27,3,129.86
706,I00706,Película de Vidro 3D Galaxy A30s,1,17.9
707,I00707,ACER Notebook Gamer Nitro,1,4604.0
708,I00708,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99
709,I00709,Película para iPhone 14Pro Anti impacto,2,51.8
710,I00710,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0
711,I00711,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99
712,I00712,Smart TV 32” Philco LED Roku TV,3,949.0
713,I00713,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
714,I00714,"Soundbar Tomate MTS-2017, Bivolt",3,769.9
715,I00715,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
716,I00716,Carregador Turbo USB-C 30W,4,49.9
717,I00717,Fone de ouvido Sem Fio QCY T27,2,129.86
718,I00718,"Projetor Smart Epson EpiqVision, FULL HD",4,3049.99
719,I00719,Teclado Mecanico Fizz,4,174.9
720,I00720,"Monitor UHD Samsung 32""",1,1626.57
721,I00721,Samsung Galaxy Tab S6 Lite,2,1799.01
722,I00722,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0
723,I00723,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0
724,I00724,"Monitor UHD Samsung 32""",4,1626.57
725,I00725,ACER Notebook Gamer Nitro,4,4604.0
726,I00726,Fone de ouvido Sem Fio QCY T27,1,129.86
727,I00727,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0
728,I00728,"Projetor Smart Epson EpiqVision, FULL HD",1,3049.99
729,I00729,Película para iPhone 14Pro Anti impacto,1,51.8
730,I00730,Carregador Turbo USB-C 30W,4,49.9
731,I00731,Carregador Turbo USB-C 30W,4,49.9
732,I00732,Fone de Ouvido Profissional AKG K92,4,428.99
733,I00733,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0
734,I00734,Fone de ouvido Sem Fio QCY T27,3,129.86
735,I00735,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0
736,I00736,Carregador Turbo USB-C 30W,3,49.9
737,I00737,Película de Vidro 3D Galaxy A30s,4,17.9
738,I00738,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91
739,I00739,Carregador Turbo Tipo-C 50w,4,53.9
740,I00740,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91
741,I00741,"Soundbar Tomate MTS-2017, Bivolt",3,769.9
742,I00742,"Projetor Smart Epson EpiqVision, FULL HD",4,3049.99
743,I00743,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0
744,I00744,"Soundbar Tomate MTS-2017, Bivolt",2,769.9
745,I00745,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0
746,I00746,Smart TV 32” Philco LED Roku TV,1,949.0
747,I00747,Mouse Redragon Wireless,3,165.99
748,I00748,Teclado Mecanico Fizz,1,174.9
749,I00749,Fone de Ouvido Profissional AKG K92,2,428.99
750,I00750,"Monitor UHD Samsung 32""",2,1626.57
751,I00751,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
752,I00752,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91
753,I00753,ACER Notebook Gamer Nitro,4,4604.0
754,I00754,Projetor EPSON Powerlite Wide Screen,1,2742.13
755,I00755,"Soundbar Tomate MTS-2017, Bivolt",3,769.9
756,I00756,Película de Vidro 3D Galaxy A30s,3,17.9
757,I00757,Fone de Ouvido Profissional AKG K92,2,428.99
758,I00758,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0
759,I00759,Fone de Ouvido Profissional AKG K92,1,428.99
760,I00760,Fone de ouvido Sem Fio QCY T27,3,129.86
761,I00761,Mouse Redragon Wireless,2,165.99
762,I00762,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
763,I00763,ACER Notebook Gamer Nitro,2,4604.0
764,I00764,Projetor EPSON Powerlite Wide Screen,1,2742.13
765,I00765,Fone de Ouvido Profissional EDIFIER WH950NB,3,899.0
766,I00766,Carregador Turbo Tipo-C 50w,4,53.9
767,I00767,Projetor EPSON Powerlite Wide Screen,3,2742.13
768,I00768,Samsung Galaxy A36,4,1979.1
769,I00769,Película para iPhone 14Pro Anti impacto,2,51.8
770,I00770,Samsung Galaxy Tab S6 Lite,3,1799.01
771,I00771,Carregador Turbo USB-C 30W,3,49.9
772,I00772,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
773,I00773,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
774,I00774,Película para iPhone 14Pro Anti impacto,2,51.8
775,I00775,Samsung Galaxy A36,4,1979.1
776,I00776,Projetor EPSON Powerlite Wide Screen,1,2742.13
777,I00777,"Monitor UHD Samsung 32""",1,1626.57
778,I00778,Smart TV 32” Philco LED Roku TV,4,949.0
779,I00779,Smart TV 32” Philco LED Roku TV,1,949.0
780,I00780,Fone de ouvido Sem Fio QCY T27,3,129.86
781,I00781,"Soundbar Samsung com 2.1 canais, Dolby Digital",2,1072.0
782,I00782,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0
783,I00783,"Monitor UHD Samsung 32""",1,1626.57
784,I00784,Película para iPhone 14Pro Anti impacto,4,51.8
785,I00785,Teclado Mecanico Fizz,2,174.9
786,I00786,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
787,I00787,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0
788,I00788,"Projetor Smart Epson EpiqVision, FULL HD",4,3049.99
789,I00789,ACER Notebook Gamer Nitro,2,4604.0
790,I00790,Projetor EPSON Powerlite Wide Screen,2,2742.13
791,I00791,Película para iPhone 14Pro Anti impacto,4,51.8
792,I00792,Carregador Turbo Tipo-C 50w,3,53.9
793,I00793,"Monitor UHD Samsung 32""",3,1626.57
794,I00794,Carregador Turbo USB-C 30W,3,49.9
795,I00795,Samsung Galaxy A36,3,1979.1
796,I00796,"Soundbar Tomate MTS-2017, Bivolt",4,769.9
797,I00797,Carregador Turbo USB-C 30W,4,49.9
798,I00798,Carregador Turbo Tipo-C 50w,3,53.9
799,I00799,Carregador Turbo Tipo-C 50w,2,53.9
800,I00800,Projetor EPSON Powerlite Wide Screen,4,2742.13
801,I00801,Película de Vidro 3D Galaxy A30s,3,17.9
802,I00802,SSD Crucial 1TB NVMe M.2,2,449.0
803,I00803,Fone de Ouvido Profissional AKG K92,4,428.99
804,I00804,Mouse Redragon Wireless,4,165.99
805,I00805,Samsung Galaxy A36,2,1979.1
806,I00806,Mouse Redragon Wireless,1,165.99
807,I00807,Carregador Turbo USB-C 30W,4,49.9
808,I00808,Carregador Turbo Tipo-C 50w,3,53.9
809,I00809,Mouse Redragon Wireless,1,165.99
810,I00810,SSD Crucial 1TB NVMe M.2,1,449.0
811,I00811,Smart TV 32” Philco LED Roku TV,1,949.0
812,I00812,Película de Vidro 3D Galaxy A30s,2,17.9
813,I00813,SSD Crucial 1TB NVMe M.2,2,449.0
814,I00814,Fone de ouvido Sem Fio QCY T27,1,129.86
815,I00815,ACER Notebook Gamer Nitro,2,4604.0
816,I00816,SSD Crucial 1TB NVMe M.2,4,449.0
817,I00817,SSD Crucial 1TB NVMe M.2,1,449.0
818,I00818,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0
819,I00819,ACER Notebook Gamer Nitro,2,4604.0
820,I00820,ACER Notebook Gamer Nitro,3,4604.0
821,I00821,Carregador Turbo USB-C 30W,4,49.9
822,I00822,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91
823,I00823,Projetor EPSON Powerlite Wide Screen,1,2742.13
824,I00824,"Monitor UHD Samsung 32""",4,1626.57
825,I00825,Projetor EPSON Powerlite Wide Screen,3,2742.13
826,I00826,"Projetor Smart Epson EpiqVision, FULL HD",4,3049.99
827,I00827,Mouse Redragon Wireless,2,165.99
828,I00828,ACER Notebook Gamer Nitro,4,4604.0
829,I00829,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0
830,I00830,"Soundbar Tomate MTS-2017, Bivolt",4,769.9
831,I00831,Película para iPhone 14Pro Anti impacto,1,51.8
832,I00832,Samsung Galaxy Tab S6 Lite,2,1799.01
833,I00833,Samsung Galaxy A36,3,1979.1
834,I00834,Fone de Ouvido Profissional AKG K92,4,428.99
835,I00835,Carregador Turbo Tipo-C 50w,1,53.9
836,I00836,Samsung Galaxy A36,4,1979.1
837,I00837,Fone de Ouvido Profissional AKG K92,3,428.99
838,I00838,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
839,I00839,"Monitor UHD Samsung 32""",3,1626.57
840,I00840,Samsung Galaxy A36,3,1979.1
841,I00841,Teclado Mecanico Fizz,1,174.9
842,I00842,Fone de Ouvido Profissional AKG K92,2,428.99
843,I00843,"Soundbar Tomate MTS-2017, Bivolt",3,769.9
844,I00844,Smart TV 32” Philco LED Roku TV,4,949.0
845,I00845,SSD Crucial 1TB NVMe M.2,4,449.0
846,I00846,Mouse Redragon Wireless,3,165.99
847,I00847,"Soundbar Samsung com 2.1 canais, Dolby Digital",3,1072.0
848,I00848,Samsung Galaxy A36,3,1979.1
849,I00849,Carregador Turbo Tipo-C 50w,2,53.9
850,I00850,Projetor EPSON Powerlite Wide Screen,2,2742.13
851,I00851,Carregador Turbo Tipo-C 50w,3,53.9
852,I00852,"Monitor UHD Samsung 32""",1,1626.57
853,I00853,Carregador Turbo Tipo-C 50w,1,53.9
854,I00854,Fone de ouvido Sem Fio QCY T27,3,129.86
855,I00855,"Soundbar Tomate MTS-2017, Bivolt",1,769.9
856,I00856,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
857,I00857,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0
858,I00858,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99
859,I00859,Samsung Galaxy Tab S6 Lite,3,1799.01
860,I00860,Fone de Ouvido Profissional AKG K92,1,428.99
861,I00861,"Monitor UHD Samsung 32""",2,1626.57
862,I00862,Fone de Ouvido Profissional EDIFIER WH950NB,3,899.0
863,I00863,Fone de Ouvido Profissional AKG K92,4,428.99
864,I00864,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0
865,I00865,Projetor EPSON Powerlite Wide Screen,3,2742.13
866,I00866,ACER Notebook Gamer Nitro,4,4604.0
867,I00867,Carregador Turbo Tipo-C 50w,4,53.9
868,I00868,Samsung Galaxy A36,2,1979.1
869,I00869,ACER Notebook Gamer Nitro,4,4604.0
870,I00870,Smart TV 32” Philco LED Roku TV,3,949.0
871,I00871,Fone de Ouvido Profissional AKG K92,2,428.99
872,I00872,Teclado Mecanico Fizz,3,174.9
873,I00873,"Projetor Smart Epson EpiqVision, FULL HD",2,3049.99
874,I00874,Fone de ouvido Sem Fio QCY T27,2,129.86
875,I00875,Fone de ouvido Sem Fio QCY T27,4,129.86
876,I00876,Película para iPhone 14Pro Anti impacto,1,51.8
877,I00877,Mouse Redragon Wireless,3,165.99
